gge4501,肉寿司と熟成肉食べ放題バル ノウ家 八王子店,ニクズシトジュクセイニクタベホウダイバル ノウヤハチオウジテン,35.658226,139.338186,https://r.gnavi.co.jp/k45m7sda0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gge4501/menu3,〒192-0082 東京都八王子市東町12-14 8F,050-3477-1303,3000
g891300,秀栄,シュウエイ,35.656897,139.336606,https://r.gnavi.co.jp/g891300/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/g891300/menu3,〒192-0084 東京都八王子市三崎町2-7 ヨーロービル1F,050-3461-9752,5000
gf8b107,24時間 餃子酒場 八王子店,ニジュウヨジカンギョウザサカバハチオウジテン,35.656705,139.336323,https://r.gnavi.co.jp/1f5vvw8t0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gf8b107/menu8,〒192-0083 東京都八王子市旭町6-4 キャッスルビル1F,050-3491-4344,2000
gep2402,CONA 八王子店,コナハチオウジテン,35.658242,139.336119,https://r.gnavi.co.jp/8avscyk50000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gep2402/menu3,〒192-0085 東京都八王子市中町6-11 1F,050-3491-9406,2500
gge4500,八王子 完全個室居酒屋 銀の宴,ハチオウジカンゼンコシツイザカヤギンノエン,35.658114,139.338154,https://r.gnavi.co.jp/8r1fc9t40000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gge4500/drink,〒192-0082 東京都八王子市東町12-14 8F,050-3468-4237,3000
ggx2101,NO8PIZZERIA,ナンバーエイトピッゼリア,35.658041,139.340244,https://r.gnavi.co.jp/3yknfdgk0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/ggx2101/menu3,〒192-0082 東京都八王子市東町1-11,050-3491-7107,3500
gd5u800,とりビアー 八王子駅前店,トリビアー ハチオウジエキマエテン,35.657108,139.337015,https://r.gnavi.co.jp/bpp0vu9b0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gd5u800/menu4,〒192-0084 東京都八王子市三崎町3-3,050-3468-3467,2200
ggz5700,和牛焼肉炭火,ワギュウヤキニクスミカ,35.658811,139.336877,https://r.gnavi.co.jp/gwrv0hm60000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/ggz5700/menu3,〒192-0085 東京都八王子市中町3-12 三田ビル1F,042-649-9219,2500
gajm401,個室居酒屋 八王子 ゆうご,コシツイザカヤハチオウジユウゴ,35.656769,139.336932,https://r.gnavi.co.jp/r5hrs9p60000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gajm401/menu3,〒192-0084 東京都八王子市三崎町2-3 サンキョウビル1F,050-3462-7824,4000
gegh302,奥能登の直送鮮魚と日本酒 奥能登や,オクノトノチョクソウセンギョトニホンシュオクノトヤ,35.657238,139.336401,https://r.gnavi.co.jp/ptswz7u30000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gegh302/menu2,〒192-0084 東京都八王子市三崎町5-24 サンプラザ24 2F,050-3461-8157,4500
gaed330,炙り肉寿司×食べ放題 個室肉バル 29house 八王子駅前店,アブリニクズシタベホウダイコシツニクバル ニクハウスハチオウジエキマエテン,35.657599,139.336884,https://r.gnavi.co.jp/nm411cn90000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gaed330/menu5,〒192-0084 東京都八王子市三崎町4-9 山川ビル7F,050-3373-8951,2500
gf8v406,2000円 食べ放題飲み放題 居酒屋 おすすめ屋 八王子店,ニセンエンタベホウダイノミホウダイイザカヤ オススメヤハチオウジテン,35.657577,139.336899,https://r.gnavi.co.jp/e36ne4nn0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gf8v406/drink,〒192-0084 東京都八王子市三崎町4-9 山川ビル6F,050-3469-0679,2000
gg8w301,いくどん 八王子店,イクドン ハチオウジテン,35.656778,139.338159,https://r.gnavi.co.jp/nyknhtdz0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gg8w301/menu3,〒192-0083 東京都八王子市旭町6-12 旭星ビル2F,050-3468-6594,2500
gegm400,本格韓国料理とサムギョプサル 多馥 タフク 八王子,ホンカクカンコクリョウリトサムギョプサル タフクハチオウジ,35.658199,139.338252,https://r.gnavi.co.jp/au8ad8x80000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gegm400/menu3,〒192-0082 東京都八王子市東町12-14 青木ビル3F,050-3464-5156,3000
a444719,個室空間 湯葉豆腐料理 月の宴 八王子北口駅前店,コシツクウカンユバドウフリョウリツキノウタゲ ハチオウジキタグチエキマエテン,35.656337,139.338433,https://r.gnavi.co.jp/a444719/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/a444719/menu4,〒192-0083 東京都八王子市旭町2-5 八王子ツインタワーＡ館8F,042-626-9388,3300
genb600,鳥鼓,トリコ,35.651878,139.338185,https://r.gnavi.co.jp/82hdv8770000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/genb600/menu2,〒192-0904 東京都八王子市子安町3-6-9 第一ベルペペビル1F,050-3463-1867,2500
g863279,海鮮居酒屋 はなの舞 西八王子北口店,カイセンイザカヤハナノマイ ニシハチオウジキタグチテン,35.657521,139.312265,https://r.gnavi.co.jp/g863279/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/g863279/menu3,〒192-0082 東京都八王子市千人町2-19-15 長塚ビル1F,042-668-8723,2700
ggrk701,餃子酒場さんくみ 八王子店,ギョウザサカバサンクミハチオウジテン,35.658766,139.336831,https://r.gnavi.co.jp/cfjymh130000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/ggrk701/menu3,〒192-0085 東京都八王子市中町3-13 OKビル1 1F,050-3467-8269,2500
ggbr500,食べ放題 カレーハウス【Curry house】北野,タベホウダイ カレーハウスキタノ,35.645373,139.35349,https://r.gnavi.co.jp/2sbyk3er0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/ggbr500/menu5,〒192-0906 東京都八王子市北野町546-10 1F,050-3494-6748,2000
e919317,寿司居酒屋 や台ずし 八王子中町,スシイザカヤヤタイズシ ハチオウジナカチョウ,35.658961,139.334839,https://r.gnavi.co.jp/e919317/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/e919317/menu8,〒192-0085 東京都八王子市中町12-8,050-3462-8626,2700
e919304,寿司居酒屋 や台ずし 西八王子南口町,スシイザカヤヤタイズシ ニシハチオウジミナミグチチョウ,35.656512,139.313918,https://r.gnavi.co.jp/e919304/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/e919304/menu8,〒192-0931 東京都八王子市台町4-47-3 豊徳エルム台町1F,050-3490-8010,2500
gd02237,水炊き・焼鳥 とりいちず酒場 八王子北口駅前店,ミズタキヤキトリトリイチズサカバ ハチオウジキタグチエキマエテン,35.657059,139.337679,https://r.gnavi.co.jp/rsscc4fd0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gd02237/drink,〒192-0083 東京都八王子市旭町7-5,050-3469-6478,2600
ggxh200,八天狗,ハチテング,35.659366,139.336872,https://r.gnavi.co.jp/jhcc04830000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/ggxh200/menu1,〒192-0081 東京都八王子市横山町9-22 OK-3ビル4F,050-3491-9794,3000
g753314,宮崎県日南市 塚田農場 八王子店,ミヤザキケンニチナンシツカダノウジョウ ハチオウジテン,35.657586,139.336411,https://r.gnavi.co.jp/g753314/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/g753314/menu5,〒192-0084 東京都八王子市三崎町5-19 F-ONEフォーラム1F・2F,050-3462-9870,3500
gb0p201,居酒屋ウラニワ 八王子店,イザカヤウラニワ ハチオウジテン,35.654436,139.339623,https://r.gnavi.co.jp/gb0p201/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gb0p201/menu3,〒192-0904 東京都八王子市子安町1-1-8 アーバンホテル1F,050-3467-8655,2600
gg61300,肉バル×ソファー個室Hicheese 八王子店,ニクバルソファーコシツハイチーズ ハチオウジテン,35.658201,139.337882,https://r.gnavi.co.jp/6hrnad700000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gg61300/menu2,〒192-0082 東京都八王子市東町12-8 長澤ビル2F,050-3314-2729,3000
e919311,寿司居酒屋 や台ずし 八王子南口町,スシイザカヤヤタイズシ ハチオウジミナミグチチョウ,35.653504,139.340841,https://r.gnavi.co.jp/e919311/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/e919311/menu8,〒192-0904 東京都八王子市子安町1-9-6 SKビル1F,050-3467-9345,2500
ggks700,kitchen＆dining pukupuku‐プクプク‐,キッチンアンドダイニングプクプク,35.641652,139.284896,https://r.gnavi.co.jp/4914w45x0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/ggks700/menu2,〒193-0845 東京都八王子市初沢町1231-16 京王リトナード高尾C棟,050-3461-8063,3000
g551829,梅蘭 セレオ八王子店,バイラン セレオハチオウジテン,35.656072,139.339264,https://r.gnavi.co.jp/burwecwd0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/g551829/menu3,〒192-0083 東京都八王子市旭町1-1 セレオ八王子北館9F,050-3373-4833,2100
gepx117,炭火串焼きだいにんぐ テング 八王子店,スミビクシヤキダイニングテング ハチオウジテン,35.657087,139.337905,https://r.gnavi.co.jp/m9ppdvv70000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gepx117/menu4,〒192-0083 東京都八王子市旭町7-1 豊栄第1ビル2F,050-3462-4745,2200
gd8n701,串カツ田中 八王子店,クチカツタナカ ハチオウジテン,35.658402,139.335849,https://r.gnavi.co.jp/ngxg91720000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gd8n701/menu4,〒192-0085 東京都八王子市中町7-10 紅洋ビル1F,050-3468-6653,2400
gd73700,西八izakaya 結び屋,ニシハチイザカヤムスビヤ,35.657623,139.313328,https://r.gnavi.co.jp/gd73700/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gd73700/menu3,〒193-0835 東京都八王子市千人町2-2-10 旭苑ビル2F,050-3477-5102,3500
gecf088,和食レストランとんでん 八王子散田店,ワショクレストラントンデン ハチオウジサンダテン,35.650443,139.304038,https://r.gnavi.co.jp/1z5e20bt0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gecf088,〒193-0832 東京都八王子市散田町5-15-5,050-3462-7984,1400
gagn956,餃子の王将 フレスポ八王子みなみ野店,ギョウザノオウショウ フレスポハチオウジミナミノテン,35.632255,139.328703,https://r.gnavi.co.jp/dkbd56b90000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gagn956/menu6,〒192-0916 東京都八王子市みなみ野1-7-3 フレスポ八王子みなみ野1F,042-635-7155,800
g111359,磯丸水産 八王子店,イソマルスイサン ハチオウジテン,35.658215,139.337821,https://r.gnavi.co.jp/g111359/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/g111359/menu2,〒192-0082 東京都八王子市東町12-8,050-3462-9346,2500
g233781,大衆ジンギスカン酒場 ラムちゃん八王子店,タイシュウジンギスカンサカバラムチャンハチオウジテン,35.658457,139.338139,https://r.gnavi.co.jp/527drbhw0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/g233781/menu4,〒192-0082 東京都八王子市東町13-13 新井ビル1F,042-649-1565,3000
gc2x006,大衆酒場 ちばチャン 八王子店,タイシュウサカバチバチャン ハチオウジテン,35.656332,139.338461,https://r.gnavi.co.jp/ha7cbh0y0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gc2x006/menu5,〒192-0083 東京都八王子市旭町2-5 八王子ツインタワーA館9F,050-3467-4582,2200
gdsa801,イタリアン×八王子バル So．ler（ソ．レール）,イタリアンハチオウジバルソレール,35.658001,139.340245,https://r.gnavi.co.jp/smy56axs0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gdsa801/drink,〒192-0082 東京都八王子市東町1-11 久保田ビル1F,050-3314-3575,4000
ge41594,目利きの銀次 高尾南口駅前店,メキキノギンジ タカオミナミグチエキマエテン,35.641555,139.284518,https://r.gnavi.co.jp/s3us11s50000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/ge41594/menu4,〒193-0845 東京都八王子市初沢町1231-19 高尾パークハイツB棟1F,042-667-1288,2800
gg8w200,中華料理 喜楽宴,チュウカリョウリキラクエン,35.656977,139.312154,https://r.gnavi.co.jp/c0nh6nt70000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gg8w200/menu1,〒193-0835 東京都八王子市千人町2-20-9,050-3462-0058,2500
gewg701,西八酒場 鳥○商店,ニシハチサカバトリマルショウテン,35.657477,139.312493,https://r.gnavi.co.jp/9xc2hwsx0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gewg701/menu3,〒193-0835 東京都八王子市千人町2-19-4 2F,050-3461-0969,2000
gcrk399,焼鳥屋 鳥貴族 八王子北口店,ヤキトリヤトリキゾク ハチオウジキタグチテン,35.657601,139.336434,https://r.gnavi.co.jp/7czxpzh30000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gcrk399/menu3,〒192-0084 東京都八王子市三崎町5-19 F-one forum B1,042-634-9723,2000
b808572,九州居酒屋エビス 西八王子総本店,キュウシュウイザカヤエビス ニシハチオウジソウホンテン,35.655452,139.313973,https://r.gnavi.co.jp/evry2tjx0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/b808572/menu4,〒193-0832 東京都八王子市散田町3-18-14,050-3490-5933,3000
gegm000,八王子 長崎県五島列島直送 大衆酒場 クジラ商店,ハチオウジナガサキケンゴトウレットウチョクソウタイシュウサカバ クジラショウテン,35.659383,139.336838,https://r.gnavi.co.jp/sf849vmr0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gegm000/menu5,〒192-0081 東京都八王子市横山町9-22 OK-3ビル2F,050-3467-2791,3500
getz306,完全個室 肉バル×食べ放題 御衛 八王子店,カンゼンコシツニクバルタベホウダイ ゴエイハチオウジテン,35.65809,139.338155,https://r.gnavi.co.jp/ecy80gbg0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/getz306/menu3,〒192-0082 東京都八王子市東町12-14 栗原ビル4F,050-3477-6315,2780
g848904,ローカルインディア 八王子東急スクエア店,ローカルインディア ハチオウジトウキュウスクエアテン,35.65738,139.338764,https://r.gnavi.co.jp/esk4yh6z0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/g848904/menu3,〒192-0083 東京都八王子市旭町9-1 八王子東急スクエア8F,050-3476-8614,2300
g747682,北の味紀行と地酒　北海道 八王子駅前店,キタノアジキコウトジザケホッカイドウ ハチオウジエキマエテン,35.656352,139.338465,https://r.gnavi.co.jp/g747682/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/g747682,〒192-0083 東京都八王子市旭町2-5 ツインタワーA館6F,050-3463-5114,3800
a250708,熟成焼鳥 居酒屋 かまどか 八王子店,ジュクセイヤキトリイザカヤカマドカ ハチオウジテン,35.657584,139.33644,https://r.gnavi.co.jp/a250708/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/a250708/drink,〒192-0084 東京都八王子市三崎町5-19 エフ・ワンフォーラム3F,050-3476-7419,2980
e919301,寿司居酒屋 や台ずし 八王子三崎町,スシイザカヤヤタイズシ ハチオウジミサキチョウ,35.65722,139.336416,https://r.gnavi.co.jp/e919301/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/e919301/menu8,〒192-0084 東京都八王子市三崎町5-24 サンプラザ24 1F,050-3476-2225,2500
p674174,個室空間 湯葉豆腐料理 千年の宴 高尾南口駅前店,コシツクウカンユバドウフリョウリセンネンノウタゲ タカオミナミグチエキマエテン,35.64142,139.283595,https://r.gnavi.co.jp/p674174/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/p674174/menu4,〒193-0845 東京都八王子市初沢町1231-35 京王高尾ビルアネックス3F,042-668-3188,2800
gean507,七輪炭火焼肉 味ん味ん 片倉店,シチリンスミビヤキニクミンミン カタクラテン,35.643062,139.339549,https://r.gnavi.co.jp/r0m0u8ej0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gean507/menu3,〒192-0914 東京都八王子市片倉町484-1,050-3466-1344,2500
g952100,炭火食菜 ○まる,スミビショクサイマル,35.658627,139.336596,https://r.gnavi.co.jp/g952100/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/g952100/menu4,〒192-0085 東京都八王子市中町3-2 スプリングガーデンB1,050-3464-2308,4000
b138102,天ぷらバル 慶 八王子店,テンプラバルケイ ハチオウジテン,35.656951,139.3338,https://r.gnavi.co.jp/mpypmy570000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/b138102/menu2,〒192-0073 東京都八王子市寺町43-2,050-3476-3888,3000
gajn182,魚民 京王八王子アイロード店,ウオタミ ケイオウハチオウジアイロードテン,35.656989,139.34097,https://r.gnavi.co.jp/gajn182/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gajn182/menu4,〒192-0083 東京都八王子市旭町13-15 ライフケアダイニングベジターブル2F,042-648-6188,2600
e919303,寿司居酒屋 や台ずし 八王子横山町,スシイザカヤヤタイズシ ハチオウジヨコヤマチョウ,35.659896,139.338682,https://r.gnavi.co.jp/e919303/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/e919303/menu8,〒192-0081 東京都八王子市横山町23-2,050-3467-0707,2500
gagn947,餃子の王将 八王子駅北口店,ギョウザノオウショウ ハチオウジエキキタグチテン,35.657124,139.337371,https://r.gnavi.co.jp/945rvcxe0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gagn947/menu1,〒192-0084 東京都八王子市三崎町3-14 飯村屋ビル1F,042-621-7631,800
p775501,和処 かわむら,ワドコロカワムラ,35.657152,139.335418,https://r.gnavi.co.jp/p775501/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/p775501/menu3,〒192-0084 東京都八王子市三崎町5-7 理光ビル1F,050-3467-5810,6000
gej8400,個室 黒毛和牛焼肉 一牛一会 西八王子店,コシツクロゲワギュウヤキニクイチギュウイチエ ニシハチオウジテン,35.657405,139.314479,https://r.gnavi.co.jp/hpj3r61j0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gej8400/menu2,〒193-0931 東京都八王子市台町4-44-13 パレドール西八王子1F,050-3476-1781,4500
g753311,関根精肉店 八王子,セキネセイニクテン ハチオウジ,35.659545,139.339042,https://r.gnavi.co.jp/g753311/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/g753311/drink,〒192-0081 東京都八王子市横山町3-6 JEビル1F,050-3490-8813,2600
gf8p910,豊後高田どり酒場 高尾南口駅前店,ブンゴタカダドリサカバ タカオミナミグチエキマエテン,35.641427,139.283583,https://r.gnavi.co.jp/9vb6vh2f0000/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/gf8p910/menu4,〒193-0845 東京都八王子市初沢町1231-35 京王高尾ビルアネックス2F,042-668-2588,2000
a569500,鳥兆,トリチョウ,35.657516,139.336579,https://r.gnavi.co.jp/a569500/?ak=%2BjI6%2BhHeqQRpVvfkPKrrdQhsI9r7cy797TxUCR1%2FGJo%3D,https://r.gnavi.co.jp/a569500/menu4,〒192-0088 東京都八王子市三崎町4-7 田倉ビル2F,042-625-6393,4500
